entity_id,entity_type,timestamp,source_ip,geo_lat,geo_lon,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,country,failed_attempts,label
E0096,user,2026-06-01 08:15:22.146780121,96.79.18.51,-34.90555031593946,-120.67479619090233,res_30,certificate,231.97106429478703,2,f8:bb:1e:c7:79:2a,India,0,normal
E0027,edge_device,2026-06-01 08:18:11.208085410,9.99.214.27,76.55719455133482,81.59237365469792,res_38,certificate,341.7723818888051,5,6c:02:c9:f2:9e:dc,USA,0,normal
E0004,service_account,2026-06-01 08:20:26.943711228,111.161.35.148,-39.213022626955684,47.64126554099433,res_17,biometric,284.45828131566657,5,30:49:29:8a:66:7f,India,0,normal
E0058,user,2026-06-01 08:20:58.513075044,89.96.65.31,9.376423431329055,86.32275781366398,res_8,certificate,303.83740721465597,3,06:91:d2:bf:32:d6,Japan,1,normal
E0102,edge_device,2026-06-01 08:21:02.257062042,41.104.151.216,-24.81506695967727,92.53275503004514,res_37,certificate,263.9745860556777,5,0e:fc:a7:f2:61:15,UK,0,normal
E0092,user,2026-06-01 08:21:03.910027419,52.94.154.229,-69.76663207506161,161.62660646682448,res_3,token,346.9309564773456,4,e0:a8:4d:de:82:8e,Japan,0,normal
E0114,edge_device,2026-06-01 08:21:33.058977091,176.16.95.6,12.631331917430751,-169.99725904835597,res_19,biometric,247.76897364913867,3,1a:2f:47:0c:50:77,UK,0,normal
E0035,user,2026-06-01 08:22:48.712263621,208.59.127.246,18.97676335745284,-63.86075709552069,res_17,password,364.8468435332773,2,a4:ee:5c:45:68:e7,India,1,normal
E0004,service_account,2026-06-01 08:25:31.046852591,193.233.110.200,-39.2172769822034,47.639886209641865,res_17,biometric,299.5571910033256,3,30:49:29:8a:66:7f,India,0,normal
E0055,edge_device,2026-06-01 08:27:45.454807371,171.66.21.7,6.127725059496259,-132.66556403256862,res_30,biometric,225.99191392319366,4,26:e6:6d:13:fe:66,Singapore,1,normal
E0003,edge_device,2026-06-01 08:27:56.100766775,188.97.29.59,-69.43593703870815,58.25065341671302,res_33,password,344.6226770262736,5,1e:0c:d8:61:9c:19,Brazil,0,normal
E0058,user,2026-06-01 08:29:34.356983796,146.220.230.122,9.36876295262911,86.33613587191358,res_33,certificate,278.8190365964663,3,06:91:d2:bf:32:d6,Japan,0,normal
E0108,user,2026-06-01 08:32:27.804348573,84.155.98.15,-41.54273384278956,-30.392603425889476,res_33,biometric,368.7974349937156,2,3c:8a:be:7c:30:87,Brazil,0,normal
E0006,user,2026-06-01 08:33:35.850788338,41.41.28.170,-10.199850727438863,108.74184896814263,res_1,certificate,247.9712306370268,3,b8:8e:7a:46:4b:9b,Japan,0,normal
E0058,user,2026-06-01 08:33:41.086057473,140.144.255.224,9.382789527472369,86.35369941006256,res_35,certificate,335.97564679688963,3,06:91:d2:bf:32:d6,Japan,1,normal
E0039,service_account,2026-06-01 08:35:26.357390492,118.201.113.217,40.81828303580583,-56.13343917818803,res_22,biometric,330.43644186643786,2,b6:df:e6:58:32:f5,UK,1,normal
E0013,user,2026-06-01 08:36:49.828829311,61.85.26.118,2.903391807881,-19.246266034069023,res_4,biometric,312.22936365164804,4,b6:11:2b:da:d0:14,USA,0,normal
E0058,user,2026-06-01 08:37:41.833548145,148.89.205.203,9.36120336733964,86.35309257670312,res_35,certificate,303.23930510674757,2,06:91:d2:bf:32:d6,Japan,0,normal
E0111,service_account,2026-06-01 08:39:20.165139178,93.189.107.71,33.747183263850566,106.48546489644849,res_36,token,316.6076069595173,2,d6:c2:ff:27:5e:c7,Singapore,0,normal
E0039,service_account,2026-06-01 08:40:54.809362654,160.87.222.132,40.82566307325736,-56.13580471814674,res_13,biometric,278.44247455277645,3,b6:df:e6:58:32:f5,UK,0,normal
E0083,user,2026-06-01 08:42:29.571923723,98.164.20.30,-75.02640133868736,-83.58186363366087,res_37,biometric,317.2274499121095,4,40:07:54:66:eb:e9,Brazil,0,normal
E0118,edge_device,2026-06-01 08:43:08.329269822,170.249.59.125,18.926382661162474,-71.0361705628046,res_6,biometric,282.72641961352235,3,88:2a:2a:6d:82:a3,Japan,1,normal
E0099,service_account,2026-06-01 08:44:23.406845378,57.111.63.205,73.6732673859196,-115.34438396380324,res_10,certificate,280.93709419462596,5,d6:14:61:a9:2a:70,UK,1,normal
E0004,service_account,2026-06-01 08:44:36.131342306,71.31.83.83,-39.21674025724133,47.6492253362014,res_27,biometric,282.4828397504628,1,30:49:29:8a:66:7f,India,1,normal
E0002,user,2026-06-01 08:46:25.321500601,57.216.18.74,57.83354208338337,78.93174121902638,res_10,biometric,247.1645240371736,5,08:69:ef:e1:47:62,UK,0,normal
E0058,user,2026-06-01 08:46:29.472501539,86.242.159.66,9.373102289220515,86.37266377635858,res_29,certificate,281.9915829364505,3,06:91:d2:bf:32:d6,Japan,0,normal
E0103,user,2026-06-01 08:46:45.385994618,177.7.76.196,44.99146024896903,135.21473050901056,res_30,certificate,275.6753995431733,4,48:d4:1e:65:71:11,USA,0,normal
E0003,edge_device,2026-06-01 08:47:16.218881838,104.86.230.117,-69.4252551879404,58.26356048331525,res_29,password,369.4911991759217,1,1e:0c:d8:61:9c:19,Brazil,1,normal
E0023,user,2026-06-01 08:47:30.816413974,152.175.133.88,-7.441882715753266,152.23980796681323,res_37,password,356.85701625968454,3,f6:d6:6c:20:0a:ed,Brazil,1,normal
E0087,edge_device,2026-06-01 08:47:40.966470642,114.122.74.176,78.32589863580127,-69.84026438238,res_13,certificate,353.96789826889477,4,9c:2c:3e:d7:f4:bc,India,0,normal
E0002,user,2026-06-01 08:53:39.596388391,170.170.128.4,57.846473477972445,78.94313634109895,res_10,biometric,262.5913563009024,3,08:69:ef:e1:47:62,UK,0,normal
E0087,edge_device,2026-06-01 08:58:11.480629724,139.195.8.68,78.2968799421578,-69.85842821286619,res_12,certificate,314.4554998373681,4,9c:2c:3e:d7:f4:bc,India,0,normal
E0055,edge_device,2026-06-01 08:58:34.982232463,89.202.71.91,6.117586991364834,-132.65081114651005,res_4,biometric,267.9510990187142,5,26:e6:6d:13:fe:66,Singapore,1,normal
E0070,user,2026-06-01 08:58:43.077740345,171.147.119.24,-15.219657616791478,27.402110597397268,res_3,password,353.04272378166297,2,12:5f:a9:e1:3b:66,Japan,0,normal
E0037,edge_device,2026-06-01 08:59:03.560634515,105.147.237.208,24.311641111557744,9.336578362903476,res_4,password,340.4891695299962,1,04:ab:5a:5e:35:36,Japan,0,normal
E0092,user,2026-06-01 09:00:28.671417530,41.40.225.118,-69.7584859047619,161.65953488829376,res_36,token,222.57813092742984,2,e0:a8:4d:de:82:8e,Japan,0,normal
E0102,edge_device,2026-06-01 09:00:51.383044211,46.81.202.251,-24.837819394193964,92.51448863687072,res_36,certificate,341.17910741740207,4,0e:fc:a7:f2:61:15,UK,0,normal
E0039,service_account,2026-06-01 09:04:00.028882520,142.142.167.166,40.818888955904455,-56.12782241008962,res_13,biometric,338.92259325537856,3,b6:df:e6:58:32:f5,UK,1,normal
E0118,edge_device,2026-06-01 09:06:20.698125999,134.109.206.123,18.906860800775284,-71.04255023934185,res_6,biometric,335.9915579901387,3,88:2a:2a:6d:82:a3,Japan,0,normal
E0072,user,2026-06-01 09:09:42.961728441,8.123.238.174,58.98316285052686,-93.94590928032561,res_8,biometric,305.69962508137826,4,c4:30:f9:e3:2d:6e,Brazil,0,normal
E0099,service_account,2026-06-01 09:09:53.485554131,34.195.213.113,73.70032638721695,-115.35670861027118,res_10,certificate,311.0844347337435,5,d6:14:61:a9:2a:70,UK,0,normal
E0099,service_account,2026-06-01 09:11:20.912959642,65.8.39.100,73.66685522141084,-115.34297219859107,res_10,certificate,327.98150246678006,1,d6:14:61:a9:2a:70,UK,0,normal
E0111,service_account,2026-06-01 09:11:23.681030068,166.112.187.166,33.77268525740544,106.47186420530566,res_26,token,355.56374266871796,5,d6:c2:ff:27:5e:c7,Singapore,0,normal
E0058,user,2026-06-01 09:16:59.877906384,214.20.8.46,9.363193681061665,86.35341612711683,res_38,certificate,223.05008273270866,5,06:91:d2:bf:32:d6,Japan,0,normal
E0070,user,2026-06-01 09:17:36.808555799,48.222.85.163,-15.225751318046234,27.431017299824333,res_1,password,297.861511062151,2,12:5f:a9:e1:3b:66,Japan,0,normal
E0072,user,2026-06-01 09:23:50.015121211,108.184.75.241,58.99141663136371,-93.93792040637989,res_8,biometric,296.4670914058365,1,c4:30:f9:e3:2d:6e,Brazil,0,normal
E0043,service_account,2026-06-01 09:24:57.949835451,166.255.128.203,-44.520832853438556,166.4406770015865,res_1,certificate,325.5274537070979,2,aa:57:60:52:0b:0a,Germany,0,normal
E0062,edge_device,2026-06-01 09:24:59.911299981,76.65.246.122,-61.13744258059773,-65.9130178130992,res_24,password,407.95629450113995,4,e4:1a:f2:35:75:62,Singapore,0,normal
E0004,service_account,2026-06-01 09:27:10.570775520,27.212.124.253,-39.21472260908351,47.63863738830095,res_21,biometric,178.6611040082559,5,30:49:29:8a:66:7f,India,0,normal
E0088,edge_device,2026-06-01 09:33:06.997060653,218.50.74.213,64.14168157409985,86.32875787331795,res_19,password,256.4838613223357,1,0c:ef:dd:67:3c:09,Brazil,0,normal
E0037,edge_device,2026-06-01 09:34:46.459724630,219.99.13.55,24.308552399728466,9.332871131829041,res_9,password,283.0929234683696,2,04:ab:5a:5e:35:36,Japan,1,normal
E0060,service_account,2026-06-01 09:37:41.155885447,197.221.168.221,-68.57323361397876,-167.24279229672507,res_31,biometric,287.44057937088803,3,3e:44:22:6c:9c:6e,India,0,normal
E0060,service_account,2026-06-01 09:37:59.236685704,21.56.107.163,-68.55934565401893,-167.26920513026062,res_17,biometric,191.88117374519882,1,3e:44:22:6c:9c:6e,India,0,normal
E0116,service_account,2026-06-01 09:38:56.132281651,104.100.137.35,45.50544942043256,74.56559666061719,res_14,biometric,332.835887842678,2,0a:ec:70:85:70:3a,India,0,normal
E0044,user,2026-06-01 09:41:53.603929008,40.222.101.48,-27.797659146145783,-11.249251067799722,res_34,certificate,338.1103081009182,4,be:92:0e:f3:37:0c,India,0,normal
E0114,edge_device,2026-06-01 09:42:18.050929945,67.186.23.47,12.62264446687783,-169.9741232318109,res_37,biometric,359.82562532967205,4,1a:2f:47:0c:50:77,UK,0,normal
E0070,user,2026-06-01 09:44:12.638029532,19.131.172.146,-15.214998775571182,27.427022907172248,res_22,password,330.95635306224597,5,12:5f:a9:e1:3b:66,Japan,0,normal
E0052,user,2026-06-01 09:45:03.255378998,34.15.203.181,-83.49751642330351,-114.39883557877728,res_37,certificate,367.56702156092285,1,ea:90:63:af:dd:0c,Singapore,1,normal
E0072,user,2026-06-01 09:46:11.504714437,81.224.82.41,58.980502771720765,-93.93855560103549,res_15,biometric,304.42620647321314,5,c4:30:f9:e3:2d:6e,Brazil,0,normal
E0096,user,2026-06-01 09:46:55.070838486,149.147.158.124,-34.9331285850026,-120.65175320287956,res_0,certificate,155.40670997359152,5,f8:bb:1e:c7:79:2a,India,1,normal
E0090,edge_device,2026-06-01 09:48:32.228316190,214.16.173.82,-35.221821396718276,-140.19143812806527,res_36,biometric,291.9138852530929,4,5a:ff:87:64:ce:3a,Singapore,0,normal
E0108,user,2026-06-01 09:48:48.038227137,174.135.81.57,-41.547773321575534,-30.410798378391647,res_39,biometric,290.2007515629661,1,3c:8a:be:7c:30:87,Brazil,0,normal
E0092,user,2026-06-01 09:50:36.141439765,175.57.193.96,-69.76292850924006,161.64002581750879,res_9,token,382.18252667818683,4,e0:a8:4d:de:82:8e,Japan,1,normal
E0019,user,2026-06-01 09:51:05.047532563,177.44.24.224,-13.689249358457966,-109.92956179440434,res_35,password,358.1173893782653,3,ca:06:d3:b6:8a:14,Japan,1,normal
E0116,service_account,2026-06-01 09:54:53.458104391,42.238.10.113,45.510419894700206,74.59026894425308,res_14,biometric,374.68077484420724,1,0a:ec:70:85:70:3a,India,0,normal
E0096,user,2026-06-01 09:55:21.459391202,218.210.173.101,-34.90659030773406,-120.65416238279818,res_10,certificate,297.4991518566064,4,f8:bb:1e:c7:79:2a,India,0,normal
E0087,edge_device,2026-06-01 09:57:41.118067323,140.123.237.14,78.28430975953098,-69.84490162986462,res_11,certificate,233.5101281285519,3,9c:2c:3e:d7:f4:bc,India,0,normal
E0003,edge_device,2026-06-01 09:58:22.668721520,18.191.92.198,-69.41303054536104,58.273500342528834,res_29,password,320.2908751195992,5,1e:0c:d8:61:9c:19,Brazil,0,normal
E0043,service_account,2026-06-01 09:59:54.167964378,171.213.103.12,-44.531248002928855,166.4507958652685,res_25,certificate,338.45057167602056,4,aa:57:60:52:0b:0a,Germany,1,normal
E0090,edge_device,2026-06-01 10:01:48.686833956,138.219.110.149,-35.21025092557644,-140.19713868955662,res_30,biometric,286.8333713013082,2,5a:ff:87:64:ce:3a,Singapore,0,normal
E0043,service_account,2026-06-01 10:01:58.885884734,86.145.9.135,-44.52891411356141,166.4327829746091,res_12,certificate,230.49811864844742,1,aa:57:60:52:0b:0a,Germany,0,normal
E0044,user,2026-06-01 10:02:58.389775149,195.210.131.170,-27.806946352115606,-11.245029059343656,res_32,certificate,311.855976281544,2,be:92:0e:f3:37:0c,India,1,normal
E0074,user,2026-06-01 10:03:45.089709275,44.65.111.100,-73.79728682914255,96.49204019456673,res_24,password,384.7332333249258,1,98:27:99:05:6f:47,UK,0,normal
E0045,user,2026-06-01 10:05:27.765967792,180.131.126.144,47.30860366570919,176.68440479084327,res_16,password,352.3895129171489,2,f0:e0:d9:b8:21:b0,UK,0,normal
E0082,service_account,2026-06-01 10:06:49.606763006,84.19.221.175,-73.04359138573317,-3.181536558613606,res_38,certificate,170.2668467449324,1,0c:39:c9:d5:de:6d,UK,0,normal
E0020,user,2026-06-01 10:07:33.693169853,178.209.70.171,-22.257841459203274,155.21627229403492,res_26,token,360.87196156123787,4,50:18:ab:b8:15:7b,Japan,1,normal
E0006,user,2026-06-01 10:10:29.398843169,11.114.228.248,-10.223926548923592,108.7393484739232,res_7,certificate,379.5063396908521,3,b8:8e:7a:46:4b:9b,Japan,1,normal
E0012,edge_device,2026-06-01 10:10:54.405540359,221.204.29.140,74.39858937275686,21.880274826185005,res_4,token,227.14868323273606,3,0e:c0:d4:40:97:87,India,1,normal
E0040,service_account,2026-06-01 10:15:59.689968101,146.3.74.121,15.79268920242668,-78.73835477645203,res_10,password,302.8772430169863,3,58:6d:ab:52:d9:42,USA,0,normal
E0062,edge_device,2026-06-01 10:16:52.246424170,83.151.8.35,-61.147084708497744,-65.92115712562845,res_24,password,373.47762523357994,4,e4:1a:f2:35:75:62,Singapore,0,normal
E0037,edge_device,2026-06-01 10:17:56.033245029,191.37.3.191,24.3101526143956,9.332617974785993,res_9,password,387.20306862706207,2,04:ab:5a:5e:35:36,Japan,0,normal
E0043,service_account,2026-06-01 10:19:24.987712586,176.254.217.254,-44.51042759567089,166.43241742049355,res_12,certificate,214.15349387291712,1,aa:57:60:52:0b:0a,Germany,0,normal
E0088,edge_device,2026-06-01 10:20:04.252507115,134.90.204.175,64.15884069430693,86.3211138220381,res_11,password,229.64450346883544,3,0c:ef:dd:67:3c:09,Brazil,1,normal
E0044,user,2026-06-01 10:23:57.679571709,118.251.16.158,-27.792347663170872,-11.257606696300797,res_22,certificate,261.1837933376656,2,be:92:0e:f3:37:0c,India,0,normal
E0060,service_account,2026-06-01 10:27:13.519986291,43.135.95.98,-68.55317995994596,-167.27229311568775,res_31,biometric,311.00159518674934,3,3e:44:22:6c:9c:6e,India,0,normal
E0112,user,2026-06-01 10:28:08.012990799,36.61.44.1,84.95545754756019,136.71071657441715,res_15,token,296.26853898004134,4,de:00:78:3f:3d:8f,Singapore,0,normal
E0099,service_account,2026-06-01 10:29:53.598294588,205.169.235.39,73.6908324903852,-115.32482659313432,res_3,certificate,239.0943484903279,3,d6:14:61:a9:2a:70,UK,0,normal
E0039,service_account,2026-06-01 10:31:36.956733145,107.228.205.101,40.80188731227079,-56.14653839442518,res_15,biometric,362.6496526241443,5,b6:df:e6:58:32:f5,UK,0,normal
E0043,service_account,2026-06-01 10:33:13.739640426,209.88.113.129,-44.547332407309455,166.4282959368075,res_1,certificate,154.5672404022626,2,aa:57:60:52:0b:0a,Germany,0,normal
E0060,service_account,2026-06-01 10:33:24.183895710,185.219.67.252,-68.56594602714027,-167.25923346059923,res_31,biometric,402.70250880854064,1,3e:44:22:6c:9c:6e,India,1,normal
E0020,user,2026-06-01 10:33:34.183588055,30.19.160.73,-22.24198811817036,155.18864830810205,res_31,token,259.89588190180393,3,50:18:ab:b8:15:7b,Japan,0,normal
E0062,edge_device,2026-06-01 10:36:25.671962821,112.207.51.138,-61.124716911136815,-65.94009989012366,res_13,password,269.852250785363,4,e4:1a:f2:35:75:62,Singapore,1,normal
E0006,user,2026-06-01 10:37:03.507043840,122.224.28.83,-10.199587292030198,108.73111788269499,res_33,certificate,350.8440859545983,3,b8:8e:7a:46:4b:9b,Japan,0,normal
E0023,user,2026-06-01 10:40:53.477361658,4.92.94.189,-7.448681070210664,152.24794483152965,res_34,password,362.09525562483594,4,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0116,service_account,2026-06-01 10:43:15.733450805,214.15.90.197,45.51587639831504,74.56868171896052,res_24,biometric,320.40307767413344,1,0a:ec:70:85:70:3a,India,0,normal
E0006,user,2026-06-01 10:44:04.203833568,110.104.101.33,-10.221302972619615,108.72134320575336,res_20,certificate,232.17431681276818,1,b8:8e:7a:46:4b:9b,Japan,0,normal
E0023,user,2026-06-01 10:44:59.558636131,106.187.233.174,-7.432479975668377,152.23574586979518,res_37,password,166.18020554244666,4,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0040,service_account,2026-06-01 10:45:11.895368679,167.14.114.86,15.783200515880573,-78.72878366254483,res_26,password,312.8178254657106,4,58:6d:ab:52:d9:42,USA,0,normal
E0006,user,2026-06-01 10:46:11.918495750,4.142.226.162,-10.19907410477596,108.73309986244055,res_1,certificate,356.43213509772056,5,b8:8e:7a:46:4b:9b,Japan,0,normal
E0097,service_account,2026-06-01 10:46:36.471883314,139.21.239.176,-8.000959365613978,47.32044296021524,res_29,certificate,250.29017851318525,3,56:7d:66:05:37:47,Japan,0,normal
E0061,edge_device,2026-06-01 10:48:31.355498563,64.136.71.118,-12.09652314603113,62.60863146697398,res_17,password,403.3277163410982,5,a8:df:e3:fc:a2:3d,USA,1,normal
E0040,service_account,2026-06-01 10:49:03.909705153,171.132.241.211,15.781809069403508,-78.74348857901572,res_26,password,305.3973688876074,2,58:6d:ab:52:d9:42,USA,0,normal
E0023,user,2026-06-01 10:52:48.536690283,155.53.233.120,-7.44435320539787,152.23656483947278,res_34,password,335.29971110763853,1,f6:d6:6c:20:0a:ed,Brazil,0,normal
E0107,user,2026-06-01 10:52:58.291223244,2.169.205.203,-75.43628894885798,-130.39554425984863,res_10,biometric,348.5914704982216,2,b4:15:a0:29:54:d1,Singapore,0,lateral_movement
E0087,edge_device,2026-06-01 10:57:38.488579779,213.251.201.32,78.31383058243173,-69.84766214479687,res_30,certificate,223.4500748058037,1,9c:2c:3e:d7:f4:bc,India,0,normal
